Moisture,Volatile_matter,Fixed_Carbon,Std.Ash,Hydrogen,Carbon,Nitrogen,Oxygen,Sulfur,GCV
1.40,30.60,61.70,6.30,5.20,79.80,1.10,6.90,.70,32.58160358
2.70,30.70,57.80,8.80,5.10,75.50,1.50,8.20,.90,30.50126374
13.80,20.10,50.80,15.30,4.90,59.70,.80,18.90,.40,20.25948868
2.80,34.10,54.60,8.50,5.40,74.10,.80,10.00,1.20,30.04096297
10.80,21.60,58.40,9.20,4.80,67.00,.90,17.60,.50,23.53897569
21.00,27.60,40.20,11.20,4.90,53.00,.90,29.50,.50,15.88504255
5.90,30.20,58.10,5.80,4.90,71.20,1.10,16.50,.50,26.63378292
24.50,25.60,40.70,9.20,5.30,50.60,.90,33.50,.50,14.29013679
6.10,27.70,49.50,16.70,4.30,58.80,1.00,18.70,.50,21.36191741
8.20,30.70,47.90,13.20,4.70,60.10,.90,20.60,.50,21.35387083
15.10,29.90,49.90,5.10,4.90,60.80,1.10,27.60,.50,19.61056104
10.30,31.60,49.70,8.40,4.80,60.80,1.20,24.40,.40,20.76510536
1.40,19.60,77.00,2.00,3.80,89.60,1.60,2.20,.80,34.75148116
3.00,22.00,58.10,16.90,4.20,67.90,1.10,3.80,6.10,27.63491598
.90,17.50,76.40,5.20,4.70,84.90,1.50,2.20,1.50,34.07792559
3.80,18.90,69.30,8.00,5.10,77.80,1.20,5.60,2.30,30.40012718
2.40,16.30,78.40,2.90,4.60,86.20,1.20,4.40,.70,33.90701602
.80,18.40,76.50,4.30,4.60,85.80,1.20,3.00,1.10,34.60325717
3.70,17.10,75.00,4.20,4.80,82.70,1.60,5.70,1.00,32.37882005
3.50,17.40,70.90,8.20,4.60,79.20,1.30,5.60,1.10,30.89412702
4.90,24.00,66.30,4.80,5.10,81.30,1.20,6.90,.70,31.51345257
9.50,19.30,68.20,3.00,5.40,78.00,1.40,11.00,1.20,28.79022861
2.00,17.00,76.50,4.50,4.50,84.80,1.30,4.40,.50,33.52199290
1.50,18.30,73.80,6.40,4.60,82.00,1.40,4.10,1.50,32.93747095
1.90,23.10,71.70,3.30,5.00,84.80,1.50,4.50,.90,34.00514297
1.50,18.90,70.00,9.60,4.50,79.20,1.30,4.20,1.20,31.79795587
2.60,21.00,72.10,4.30,4.80,83.90,1.20,5.20,.60,32.84165313
1.60,20.00,75.30,3.10,5.00,85.30,1.40,4.40,.80,34.18494238
2.20,21.30,72.30,4.20,4.80,84.10,1.30,5.10,.50,33.31722096
2.40,22.90,68.30,6.40,4.70,81.70,1.20,5.40,.60,32.45548696
2.50,18.80,71.30,7.40,4.70,79.60,1.30,5.50,1.50,31.76497906
1.60,17.40,75.20,5.80,4.50,83.20,1.20,4.80,.50,33.31603269
2.70,28.70,63.90,4.70,5.20,80.80,1.60,5.80,1.90,32.51379554
2.50,25.20,63.40,8.90,5.00,77.70,1.50,5.70,1.20,30.97872326
5.10,21.80,67.60,5.50,5.10,79.00,1.70,8.10,.60,30.60043326
7.40,23.10,59.40,10.10,5.20,72.00,1.00,10.20,1.50,27.42510541
2.60,24.40,68.20,4.80,5.00,81.90,1.70,6.00,.60,32.77354822
6.30,23.90,63.00,6.80,5.30,75.90,1.50,9.30,1.20,29.36647118
3.00,23.90,67.60,5.50,5.20,80.70,1.50,6.50,.60,31.98060328
1.50,25.10,67.30,6.10,5.00,80.80,1.60,5.20,1.30,32.89210480
2.10,32.60,52.10,13.20,5.10,70.00,1.40,5.80,4.50,28.98331546
.60,18.00,73.40,8.00,4.50,81.50,.70,4.50,.80,32.54546977
3.30,24.20,67.80,4.70,4.90,81.20,1.60,6.90,.70,32.04121806
2.80,27.00,66.40,3.80,5.50,81.90,1.70,6.50,.60,32.55729805
1.20,25.40,67.00,6.40,5.10,80.80,.90,5.10,1.70,32.73952801
3.00,37.10,50.50,9.40,5.30,72.40,1.30,6.80,4.80,29.92960133
2.70,29.60,62.30,5.40,5.40,80.50,1.40,6.60,.70,32.52072125
3.10,28.30,64.20,4.40,5.50,80.50,1.70,7.00,.90,32.21581470
5.10,24.70,66.20,4.00,5.30,79.20,1.80,8.80,.90,30.89367483
1.80,30.40,63.60,4.20,5.20,82.20,1.40,5.90,1.10,33.51516222
2.50,30.40,55.20,11.90,5.00,72.90,1.00,6.60,2.60,29.61277732
3.50,15.50,66.70,14.30,4.90,71.40,1.00,7.60,.80,28.19227476
2.70,37.10,51.70,8.50,5.40,74.30,1.30,6.90,3.60,30.55137334
3.70,25.00,63.70,7.60,5.10,76.60,1.60,7.80,1.30,30.87041855
1.40,26.90,67.20,4.50,5.30,82.00,1.60,5.80,.80,33.49810439
1.60,29.30,60.00,9.10,4.90,77.20,1.30,6.00,1.50,31.49581316
3.40,28.00,64.20,4.40,5.10,80.50,1.70,7.60,.70,31.83092808
3.50,30.20,59.70,6.60,5.30,78.10,1.50,7.70,.80,31.14099882
.90,26.80,61.90,10.40,5.00,76.50,1.10,5.50,1.50,31.45721697
1.20,22.80,56.90,19.10,4.40,67.90,.70,5.80,2.10,27.55079496
1.00,37.70,53.80,7.50,5.50,77.90,1.60,5.70,1.80,32.47211939
2.20,29.30,64.30,4.20,5.60,81.50,1.10,6.80,.80,32.94212940
2.30,31.10,61.20,5.40,5.20,80.40,1.40,6.90,.70,32.56810009
2.30,32.90,51.80,13.00,5.00,71.10,1.30,7.00,2.60,29.10327804
1.80,31.20,56.90,10.10,5.00,75.90,1.40,6.60,1.00,31.11684611
3.00,30.50,63.30,3.20,5.30,81.40,1.30,7.70,1.10,33.05605935
2.60,32.70,60.40,4.30,5.70,79.80,1.90,7.40,.90,32.50643018
3.60,27.90,65.30,3.20,5.20,81.10,1.60,8.30,.60,32.29135488
2.10,30.40,58.40,9.10,5.20,77.00,1.00,7.00,.70,31.19025636
2.50,33.90,60.20,3.40,5.70,81.30,1.50,7.50,.60,32.88190318
2.70,36.30,51.60,9.40,5.20,73.30,1.20,7.70,3.20,30.05149955
2.70,38.20,52.60,6.50,5.50,76.20,1.60,7.70,2.50,31.00113753
1.50,32.60,63.60,2.30,5.40,83.50,1.40,6.70,.70,33.89882080
2.40,34.40,57.60,5.60,5.30,78.70,1.60,7.50,1.30,31.53234389
3.60,34.40,57.10,4.90,5.80,78.60,1.20,8.60,.90,31.45140751
1.80,38.40,52.60,7.20,5.40,76.10,1.50,7.10,2.70,31.05064880
3.60,32.50,57.60,6.30,5.30,77.60,1.40,8.70,.70,31.06836568
2.00,34.00,53.70,10.30,5.30,74.20,1.40,7.30,1.50,30.41336312
2.00,30.90,64.40,2.70,5.60,82.50,1.00,7.40,.80,33.08909897
2.40,34.60,55.30,7.70,5.30,76.30,1.30,7.80,1.60,30.99701082
2.50,31.20,60.60,5.70,5.30,78.60,1.40,7.90,1.10,31.96909531
2.60,34.00,58.30,5.10,5.30,79.20,1.50,8.00,.90,31.98809884
2.30,34.10,55.50,8.10,5.30,75.90,1.10,7.80,1.80,30.85368814
2.50,35.40,58.70,3.40,5.50,80.60,1.60,8.00,.90,32.88190318
3.20,34.20,60.50,2.10,5.60,81.40,1.60,8.70,.60,32.68878994
2.20,35.70,54.80,7.30,5.40,75.80,1.40,7.90,2.20,30.83326311
3.20,32.50,60.60,3.70,5.40,79.10,1.60,8.80,1.40,31.95316754
3.20,31.60,62.60,2.60,5.30,80.70,1.50,8.90,1.00,32.32442381
5.20,33.00,59.60,2.20,5.80,79.10,1.50,10.80,.60,31.32592312
3.70,35.20,59.30,1.80,5.90,80.50,1.50,9.50,.80,32.47075150
2.60,34.40,58.60,4.40,5.40,79.40,1.50,8.60,.70,32.16019627
1.40,32.40,57.60,8.60,5.20,76.60,1.10,7.90,.60,31.32162140
2.70,36.40,54.90,6.00,5.60,77.30,1.60,9.10,.40,31.66152499
1.20,37.90,53.10,7.80,5.40,75.70,1.10,7.80,2.20,31.36198826
1.30,36.30,53.60,8.80,5.40,74.50,1.00,7.90,2.40,30.94013085
1.50,35.90,48.10,14.50,5.00,68.60,1.00,8.10,2.80,28.38270999
2.30,27.50,64.30,5.90,5.10,78.50,1.00,8.90,.60,31.44438507
1.90,17.80,76.70,3.60,4.60,86.00,1.20,4.00,.60,33.99405286
3.60,31.40,56.50,8.50,5.20,76.20,1.20,6.70,2.20,30.60015859
3.20,31.00,59.90,5.90,5.20,78.50,1.50,6.70,2.20,31.01043602
1.50,24.50,70.40,3.60,4.80,84.20,1.40,5.40,.60,33.94459937
4.60,27.30,60.10,8.00,5.30,75.90,1.50,8.50,.80,29.40476088
4.20,30.50,60.50,4.80,5.70,78.80,1.60,8.40,.70,31.37799181
3.60,29.10,58.20,9.10,5.40,75.20,1.10,7.90,1.30,29.92811997
2.16,33.90,55.00,8.94,5.15,75.91,1.60,6.65,1.75,30.74345984
2.10,31.00,63.30,3.60,5.30,82.10,1.60,6.60,.80,33.03278968
2.50,30.20,61.20,6.10,5.40,79.40,1.20,7.10,.80,31.78743185
2.80,31.30,62.80,3.10,5.40,81.90,1.40,7.40,.80,32.98625117
3.70,31.20,53.20,11.90,5.20,72.00,1.20,8.40,1.30,28.39754327
.70,39.00,51.40,8.90,5.10,75.40,1.50,5.80,3.30,31.54606469
3.20,35.50,54.50,6.80,5.40,76.70,1.50,8.10,1.50,30.74982709
1.70,31.70,55.80,10.80,5.20,75.10,1.10,7.10,.70,30.54103815
1.80,32.80,56.20,9.20,5.40,76.70,.70,7.30,.70,31.05763858
2.80,30.40,54.20,12.60,5.00,71.30,1.40,8.20,1.50,28.93887087
2.80,36.50,52.00,8.70,5.30,73.90,1.30,8.20,2.60,29.81264921
2.10,37.60,50.50,9.80,5.30,72.80,1.30,7.60,3.20,29.88429171
1.50,36.80,54.50,7.20,5.30,78.00,1.50,7.10,.90,32.28296120
3.00,32.60,54.00,10.40,5.20,73.50,1.30,8.50,1.10,29.28952626
1.00,35.00,58.30,5.70,5.20,80.10,1.60,6.80,.60,33.14155789
2.70,35.70,50.70,10.90,5.00,71.00,1.20,8.40,3.50,28.91405243
2.70,34.00,61.10,2.20,5.50,81.30,1.80,8.40,.80,32.73745545
2.90,34.20,59.80,3.10,5.40,80.90,1.30,8.60,.70,32.46932415
2.20,34.70,59.30,3.80,5.50,80.80,1.30,8.00,.60,32.49906274
2.40,33.90,58.70,5.00,5.40,78.90,1.60,8.20,.90,31.95611519
3.30,31.30,51.10,14.30,5.00,69.70,1.30,9.00,.70,27.83488961
2.40,31.10,60.70,5.80,5.20,78.40,1.60,8.30,.70,31.57075711
2.30,36.50,53.10,8.10,5.50,74.70,1.40,8.30,2.00,30.36812217
2.60,30.50,63.10,3.80,5.40,80.50,.70,8.60,1.00,31.93630649
4.95,28.25,55.45,11.35,5.20,70.75,1.00,10.75,.95,27.79731442
1.50,33.80,54.90,9.80,5.20,75.40,1.30,7.70,.60,30.83206940
2.00,37.60,54.80,5.60,5.50,77.20,1.30,8.20,2.20,31.46543898
2.60,33.20,54.70,9.50,5.10,74.40,1.50,8.80,.70,30.14804298
6.30,18.40,63.70,11.60,4.60,73.20,1.00,7.10,2.50,27.73990458
1.50,39.80,48.70,10.00,5.40,75.20,1.30,2.90,5.20,30.14044190
5.70,18.20,63.50,12.60,4.50,73.60,1.10,7.10,1.10,27.89542400
2.40,16.60,75.90,5.10,4.70,84.40,1.10,4.20,.50,33.06764645
3.10,16.70,73.40,6.80,4.40,80.90,1.10,5.00,1.80,31.70460712
1.50,16.80,71.10,10.60,4.20,79.20,1.20,4.30,.50,31.58720951
.63,30.13,58.53,10.71,4.84,74.97,1.42,4.04,4.02,31.47136011
3.50,38.10,47.70,10.70,5.30,71.60,1.30,7.10,4.00,29.37855235
2.00,34.40,54.60,9.00,5.30,76.00,1.50,6.50,1.70,30.99438474
1.50,30.50,48.30,19.70,4.50,66.10,1.20,6.10,2.40,27.29309767
2.60,39.20,51.20,7.00,5.60,75.60,1.50,7.40,2.90,31.07826626
3.10,29.60,60.80,6.50,5.20,78.00,1.50,7.90,.90,31.23843450
1.50,35.50,57.60,5.40,5.30,79.90,1.40,6.50,1.50,32.54855936
2.50,31.80,56.60,9.10,5.20,76.00,1.40,7.40,.90,30.78154697
1.80,35.20,53.60,9.40,5.10,75.10,1.30,6.80,2.30,30.89317322
3.50,32.10,56.90,7.50,5.20,76.80,1.40,8.60,.50,30.36280719
2.40,34.00,57.20,6.40,5.20,78.20,1.50,7.90,.80,31.66147767
3.30,31.50,55.00,10.20,5.00,74.10,1.40,8.70,.60,29.49976809
2.50,34.80,54.80,7.90,5.30,76.20,1.60,8.20,.80,30.88115570
1.40,39.40,48.90,10.30,5.40,72.20,1.00,7.30,3.80,30.19870149
3.22,33.31,60.49,2.98,5.40,80.31,1.65,8.96,.70,32.15120067
2.20,33.80,55.80,8.20,4.90,76.20,1.30,8.20,1.20,30.36276071
5.80,29.60,56.80,7.80,5.20,73.40,1.30,11.40,.90,28.39790880
2.70,34.20,56.50,6.60,5.30,76.80,1.10,8.70,1.50,31.17957658
2.10,40.80,50.60,6.50,5.40,74.90,1.10,8.30,3.80,31.03326187
2.60,40.80,50.80,5.80,5.50,75.00,1.30,8.80,3.60,31.01056917
2.70,35.10,55.50,6.70,5.40,76.30,1.60,9.10,.90,30.65729607
1.90,33.70,55.90,8.50,5.20,75.10,1.10,8.40,1.70,30.50149068
2.20,33.90,56.70,7.20,5.20,76.80,1.50,8.70,.60,31.11253434
3.10,32.90,57.40,6.60,5.30,76.90,1.00,9.60,.60,30.48866338
3.20,33.90,60.70,2.20,5.50,80.70,1.30,9.70,.60,32.54936619
2.00,33.70,49.90,14.40,5.10,68.60,1.10,8.70,2.10,28.14754295
4.30,36.60,48.00,11.10,5.20,69.30,1.10,11.10,2.20,27.81150103
2.50,15.70,75.10,6.70,4.30,82.90,1.10,4.50,.50,32.49244937
1.50,15.00,77.50,6.00,4.30,84.00,1.20,3.70,.80,33.28101639
1.90,17.10,75.10,5.90,4.50,83.30,1.20,4.60,.50,32.98649611
1.50,35.10,47.00,16.40,5.00,65.60,.90,5.80,6.30,27.94801984
2.40,32.10,53.90,11.60,5.00,73.90,1.40,7.10,1.00,29.92430142
2.00,32.10,56.30,9.60,4.90,75.70,1.40,6.90,1.50,30.47039843
2.50,30.10,56.30,11.10,4.90,74.10,1.30,7.50,1.10,29.79403255
3.20,34.70,56.60,5.50,5.40,78.60,1.40,8.20,.90,31.58191128
2.50,35.00,54.60,7.90,5.30,76.70,1.50,7.60,1.00,30.92687774
2.90,32.10,58.30,6.70,5.20,77.90,1.40,8.00,.80,31.22851005
4.20,30.10,57.40,8.30,5.00,74.50,1.50,9.30,1.40,29.40811801
9.90,26.40,51.90,11.80,5.30,66.90,1.00,14.50,.50,24.81089250
3.10,31.10,52.50,13.30,4.80,71.40,1.30,8.50,.70,28.36958626
3.50,33.50,53.60,9.40,5.20,74.20,1.40,9.00,.80,29.58703983
1.90,33.50,56.90,7.70,5.10,77.20,1.40,7.60,1.00,30.95741729
3.40,32.50,52.70,11.40,5.10,72.60,1.00,9.00,.90,28.93496440
1.10,35.70,51.00,12.20,5.00,73.50,1.40,7.00,.90,29.99202196
2.30,34.30,53.50,9.90,5.10,74.70,1.50,8.10,.70,30.12758907
2.50,34.00,54.70,8.80,5.10,75.40,1.50,8.30,.90,30.24717062
3.00,35.40,56.00,5.60,5.40,77.50,1.60,8.80,1.10,31.12892979
1.80,40.00,50.40,7.80,5.40,74.90,1.30,7.80,2.80,30.92976677
2.90,32.20,55.50,9.40,5.10,74.60,1.40,8.80,.70,29.89744014
3.20,37.00,52.70,7.10,5.40,76.30,1.40,9.10,.70,30.42112749
2.10,40.70,50.40,6.80,5.30,75.50,1.10,8.20,3.10,31.19025636
2.40,41.00,51.00,5.60,5.60,76.30,1.20,8.60,2.70,30.96513603
4.20,35.30,57.30,3.20,5.50,78.90,1.40,10.30,.70,31.27811428
1.80,33.20,60.90,4.10,5.40,80.30,1.40,8.30,.50,32.47204068
3.30,40.30,49.50,6.90,5.40,73.10,1.20,9.80,3.60,29.63702340
2.90,34.30,50.20,12.60,5.10,70.70,1.40,9.50,.70,28.57734729
3.80,35.30,47.80,13.10,5.00,69.50,1.40,10.30,.70,27.74453666
3.10,38.40,52.20,6.30,5.40,74.70,1.30,10.20,2.10,30.27241446
4.40,36.30,53.50,5.80,5.60,74.20,1.30,11.60,1.50,29.67975383
1.70,18.90,74.80,4.60,4.70,85.20,1.30,3.70,.50,33.64724826
3.20,15.60,76.40,4.80,4.50,83.70,1.20,5.10,.70,32.52666930
2.80,17.00,72.80,7.40,4.50,80.50,1.20,4.80,1.60,31.72828712
1.60,16.80,71.00,10.60,4.40,78.50,1.10,4.30,1.10,31.21235661
1.50,17.30,74.40,6.80,4.40,82.60,1.20,4.50,.50,32.80013525
1.80,29.90,52.20,16.10,4.80,69.10,1.30,5.70,3.00,28.27324004
1.17,28.06,57.67,13.10,4.62,73.69,.95,5.28,2.36,30.31507664
1.00,27.50,54.20,17.30,4.40,70.90,1.20,5.60,.60,29.04907104
4.30,25.80,59.90,10.00,5.00,74.40,1.40,8.60,.60,29.21033041
2.60,34.40,56.90,6.10,5.30,78.80,1.40,7.30,1.10,31.86820159
2.50,34.90,52.30,10.30,5.20,74.80,1.30,7.50,.90,30.11082097
2.10,30.00,54.50,13.40,4.80,72.60,1.10,7.30,.80,29.37026795
1.70,34.80,52.80,10.70,5.20,74.90,1.50,7.00,.70,30.56367516
1.80,33.00,49.40,15.80,4.90,69.80,1.40,7.10,1.00,28.45620775
1.60,42.10,40.60,15.70,4.80,69.70,1.30,7.00,1.50,28.21669879
1.60,34.20,53.10,11.10,4.90,74.70,1.30,7.40,.60,30.48970720
2.80,35.55,53.86,7.79,5.30,75.81,1.55,8.80,.75,30.61032295
3.80,35.20,57.00,4.00,5.50,78.70,1.40,9.70,.70,31.07318826
4.00,28.40,60.30,7.30,5.00,75.60,1.40,10.00,.70,29.90000342
4.80,28.30,58.60,8.30,5.20,74.00,.90,10.80,.80,28.60410683
2.50,34.90,58.80,3.80,5.20,80.00,1.40,8.80,.80,32.17280333
3.10,36.50,51.40,9.00,5.20,74.30,1.40,9.50,.60,29.70034884
3.10,33.30,58.00,5.60,5.20,77.50,1.50,9.50,.70,31.13943875
4.10,31.60,55.30,9.00,5.30,73.70,.90,10.40,.70,29.10433818
4.30,32.80,54.90,8.00,5.40,74.00,1.10,10.70,.80,29.28846611
2.60,32.20,58.20,7.00,5.30,76.60,1.00,9.50,.60,30.64598363
2.90,34.60,51.40,11.10,4.90,71.20,1.30,9.90,1.60,28.93837053
6.10,35.50,51.80,6.60,5.40,71.30,1.40,13.80,1.50,27.71183326
2.65,36.65,53.52,7.18,5.35,76.57,1.45,8.85,.60,30.99913363
1.20,16.40,66.50,15.90,4.20,73.70,1.00,4.50,.70,29.31884447
3.90,36.40,46.60,13.10,5.20,67.90,1.20,9.00,3.60,27.31131363
2.70,34.50,53.30,9.50,5.10,74.50,1.30,8.10,1.50,29.95902086
2.40,26.10,62.60,8.90,4.80,77.10,.80,8.00,.40,30.27819336
3.10,31.40,47.40,18.10,4.70,66.10,1.20,8.80,1.10,26.48055254
2.50,36.00,55.30,6.20,5.50,75.70,1.10,8.30,3.20,31.17589956
2.90,41.10,46.70,9.30,5.20,72.00,1.30,9.60,2.60,29.16604284
3.20,38.90,49.60,8.30,5.40,72.60,1.20,9.90,2.60,29.27858228
4.80,36.30,50.70,8.20,5.40,71.40,1.30,11.40,2.30,27.94043383
2.30,39.60,51.80,6.30,5.40,75.50,1.40,9.30,2.10,30.74732996
2.10,40.90,55.10,1.90,5.80,80.40,1.60,9.30,1.00,32.88932212
2.60,34.50,52.00,10.90,5.10,73.40,1.40,7.60,1.60,29.62726476
2.60,33.30,48.40,15.70,4.80,69.50,1.30,7.80,.90,27.92994372
3.40,33.40,53.20,10.00,5.10,73.80,1.30,9.20,.60,29.47371072
2.00,37.30,54.40,6.30,5.50,77.90,1.50,8.00,.80,32.11006113
5.20,31.30,50.20,13.30,5.00,68.70,1.30,10.90,.80,26.83190883
2.30,33.10,48.40,16.20,5.20,67.40,1.00,8.40,1.80,27.60730941
2.80,33.60,52.90,10.70,4.80,73.30,1.40,8.90,.90,29.11468468
4.30,33.40,49.80,12.50,5.30,68.80,1.40,10.50,1.50,27.49134500
3.50,37.20,53.20,6.10,5.40,76.30,1.40,9.80,1.00,30.60967899
2.50,41.40,46.60,9.50,5.50,71.00,1.20,9.10,3.70,29.37232838
2.80,29.70,50.10,17.40,4.70,66.80,1.00,9.40,.70,26.76602388
3.90,35.10,55.90,5.10,5.50,76.10,1.50,10.50,1.30,30.51378203
3.40,33.50,55.50,7.60,5.30,74.70,1.50,10.10,.80,29.84864903
2.40,30.40,38.70,28.50,4.40,61.60,1.10,3.60,.80,24.76671463
1.70,17.80,71.30,9.20,4.40,80.00,1.10,4.40,.90,31.52307304
3.30,35.50,43.20,18.00,4.80,62.80,1.20,8.00,5.20,26.05299997
2.10,27.00,48.80,22.10,4.50,64.20,1.00,7.60,.60,26.00287948
1.30,29.40,49.80,19.50,4.70,66.60,1.00,7.30,.90,27.15593741
3.10,33.50,50.30,13.10,4.90,69.30,1.20,8.90,2.60,27.98902062
3.50,34.40,51.40,10.70,5.00,73.10,1.30,9.30,.60,28.86056602
2.40,35.40,51.70,10.50,5.10,73.80,1.30,8.70,.60,29.68810103
3.70,35.90,52.90,7.50,5.40,74.80,1.50,10.10,.70,29.90836403
3.80,35.80,51.00,9.40,5.10,72.70,1.40,10.50,.90,28.86026330
2.60,39.20,53.00,5.20,5.40,77.50,1.60,9.60,.70,31.25729651
3.90,38.20,54.50,3.40,5.70,77.90,1.60,10.80,.60,31.15033248
2.20,32.10,55.60,10.10,5.20,73.30,1.10,9.40,.90,29.63550896
4.20,37.20,55.70,2.90,5.60,77.20,1.70,11.30,1.30,31.02420874
1.70,31.80,55.10,11.40,5.20,71.70,1.10,9.40,1.20,29.30711501
3.60,35.40,57.20,3.80,5.60,77.20,.80,11.80,.80,30.75676579
9.20,22.50,46.60,21.70,4.80,57.30,.80,12.80,2.60,21.23074958
1.80,32.90,53.30,12.00,4.90,74.30,1.40,6.90,.50,29.99190305
2.70,32.50,56.30,8.50,5.20,76.10,1.60,7.90,.70,30.62144530
4.30,31.10,55.40,9.20,5.30,74.30,1.10,9.40,.70,29.28846611
1.20,32.10,52.20,14.50,4.60,71.60,1.40,7.20,.70,29.10042376
2.80,33.00,52.00,12.20,4.90,72.10,1.30,8.80,.70,28.70852223
2.80,35.80,49.70,11.70,5.40,71.10,1.50,9.00,1.30,29.00887082
3.10,33.40,50.40,13.10,5.00,70.50,1.30,9.40,.70,27.96670600
3.20,32.80,53.80,10.20,5.10,73.40,1.30,9.50,.50,29.17523037
4.20,39.30,49.00,7.50,5.30,73.10,1.40,10.50,2.20,29.18549941
5.10,34.90,57.60,2.40,5.50,78.50,1.50,11.40,.70,30.76135851
4.20,36.70,52.00,7.10,5.40,74.30,1.50,11.00,.70,29.69290938
3.00,34.70,47.10,15.20,4.70,67.50,1.30,10.10,1.20,27.02611362
2.90,26.60,54.20,16.30,4.70,67.30,.60,10.50,.60,26.64823100
2.30,15.40,75.00,7.30,4.20,82.50,1.10,4.30,.60,32.17989275
.40,38.50,53.40,7.70,5.80,80.50,1.50,3.80,.70,34.04635435
1.70,16.20,71.20,10.90,4.40,77.70,1.20,5.00,.80,30.84231625
3.70,27.90,45.60,22.80,4.50,61.60,1.10,8.90,1.10,24.59125881
2.70,36.80,39.60,20.90,4.80,58.30,1.00,8.20,6.80,24.18623230
1.90,30.50,58.30,9.30,5.00,76.20,1.20,7.80,.50,30.43330706
1.20,28.60,57.80,12.40,4.90,73.80,.90,7.60,.40,30.09945033
5.50,36.00,50.10,8.40,5.40,72.40,1.40,11.60,.80,28.52554112
1.80,33.70,56.70,7.80,5.40,76.10,1.40,8.50,.80,30.82944290
3.40,35.20,52.60,8.80,5.10,73.40,1.50,10.20,1.00,29.31677861
3.70,39.80,49.40,7.10,5.50,73.70,1.30,10.50,1.90,29.40717636
3.00,35.60,52.10,9.30,5.20,73.10,1.40,9.90,1.10,29.55107978
4.40,35.50,52.70,7.40,5.20,72.40,1.20,11.20,2.60,29.16859984
4.50,35.50,55.40,4.60,5.60,74.20,1.60,12.20,1.80,29.83304283
1.80,15.30,76.00,6.90,4.50,82.90,1.10,4.00,.60,32.47204068
2.70,14.80,71.70,10.80,4.30,78.40,1.10,4.90,.50,30.52407787
9.40,17.70,60.60,12.30,4.70,69.10,1.10,11.20,1.60,25.15911273
5.40,25.70,61.30,7.60,5.00,74.80,1.40,10.30,.90,28.88804656
2.70,34.60,51.80,10.90,5.00,74.10,1.40,8.10,.50,29.59684662
3.20,31.00,43.70,22.10,4.50,62.70,1.10,9.00,.60,24.92361659
4.10,36.30,49.50,10.10,5.20,69.70,1.20,10.90,2.90,28.07922367
3.60,33.80,54.00,8.60,5.30,71.80,1.50,11.20,1.60,29.05668971
1.00,14.30,77.70,7.00,4.20,84.20,1.10,3.00,.50,33.27751815
1.70,25.60,48.10,24.60,4.40,62.10,1.00,7.30,.60,25.12708721
1.90,32.80,50.00,15.30,4.80,70.20,1.20,7.90,.60,28.26745025
3.50,27.80,47.10,21.60,4.40,62.90,1.10,9.40,.60,24.86213175
1.50,35.20,52.20,11.10,5.00,73.00,1.40,8.40,1.10,29.54779508
3.10,37.50,53.10,6.30,5.40,75.60,1.30,10.60,.80,30.46594305
1.70,16.10,75.00,7.20,4.30,82.80,1.20,4.00,.50,32.52815653
3.60,31.90,54.10,10.40,4.90,73.60,1.40,9.00,.70,28.76325302
3.90,24.20,43.70,28.20,4.10,56.60,1.00,9.50,.60,22.24466178
3.10,30.60,47.00,19.30,4.60,64.00,1.20,10.30,.60,25.55753886
5.20,33.60,54.50,6.70,5.30,73.20,1.40,12.60,.80,28.58553497
2.00,31.90,51.50,14.60,5.10,68.40,1.10,9.80,1.00,27.78317346
1.90,34.00,46.40,17.70,4.60,66.20,1.20,7.10,3.20,27.33259532
8.20,21.70,49.30,20.80,4.80,59.10,1.10,13.40,.80,22.16219379
4.00,30.90,51.90,13.20,4.80,68.80,1.30,10.80,1.10,27.31223645
4.00,34.50,50.50,11.00,5.10,70.80,1.40,10.90,.80,28.01927002
3.30,32.40,44.20,20.10,4.90,62.20,1.10,10.40,1.30,24.81486806
4.60,27.90,61.80,5.70,5.00,76.00,1.30,11.20,.80,29.32047908
5.90,33.00,51.50,9.60,5.10,70.30,1.30,12.90,.80,27.07111926
1.90,32.80,54.30,11.00,5.10,71.80,.90,10.30,.90,28.79156049
6.20,22.50,59.90,11.40,4.50,70.80,1.00,11.70,.60,26.43968993
4.20,30.90,45.80,19.10,4.70,63.00,1.20,10.70,1.30,24.75518865
4.80,29.70,52.50,13.00,5.00,68.80,1.30,11.30,.60,26.86779477
1.60,25.50,45.40,27.50,4.10,57.70,1.00,9.00,.70,23.04897276
5.70,32.20,55.10,7.00,4.90,72.70,1.30,13.20,.90,27.65457520
.90,12.80,60.30,26.00,3.40,66.10,.80,3.30,.40,25.92576248
7.00,18.00,68.10,6.90,4.40,74.90,1.10,12.20,.50,27.39443563
4.90,21.40,62.00,11.70,4.70,71.70,1.00,10.40,.50,27.40977136
11.40,21.80,56.70,10.10,5.20,66.00,.90,16.70,1.10,23.65849696
2.90,33.40,42.80,20.90,4.80,63.40,1.10,9.30,.50,25.48141041
6.40,26.00,54.80,12.80,5.10,67.50,.80,13.20,.60,25.62223931
1.90,30.50,36.10,31.50,4.30,53.00,1.00,9.40,.80,21.46716100
10.30,26.00,58.80,4.90,5.20,71.40,1.10,16.90,.50,25.66371573
2.50,31.60,48.10,17.80,4.90,65.40,.90,10.20,.80,25.96481170
3.60,34.30,41.40,20.70,4.60,57.90,.70,12.10,4.00,23.47654920
