Moisture,Volatile_matter,Fixed_Carbon,Std.Ash,GCV
4.4,35.5,52.7,7.4,29.16859984
4.5,35.5,55.4,4.6,29.83304283
1.8,15.3,76.0,6.9,32.47204068
2.7,14.8,71.7,10.8,30.52407787
9.4,17.7,60.6,12.3,25.15911273
5.4,25.7,61.3,7.6,28.88804656
2.7,34.6,51.8,10.9,29.59684662
3.2,31.0,43.7,22.1,24.92361659
4.1,36.3,49.5,10.1,28.07922367
3.6,33.8,54.0,8.6,29.05668971
1.0,14.3,77.7,7.0,33.27751815
1.7,25.6,48.1,24.6,25.12708721
1.9,32.8,50.0,15.3,28.26745025
3.5,27.8,47.1,21.6,24.86213175
1.5,35.2,52.2,11.1,29.54779508
3.1,37.5,53.1,6.3,30.46594305
1.7,16.1,75.0,7.2,32.52815653
3.6,31.9,54.1,10.4,28.76325302
3.9,24.2,43.7,28.2,22.24466178
3.1,30.6,47.0,19.3,25.55753886
5.2,33.6,54.5,6.7,28.58553497
2.0,31.9,51.5,14.6,27.78317346
1.9,34.0,46.4,17.7,27.33259532
8.2,21.7,49.3,20.8,22.16219379
4.0,30.9,51.9,13.2,27.31223645
4.0,34.5,50.5,11.0,28.01927002
3.3,32.4,44.2,20.1,24.81486806
4.6,27.9,61.8,5.7,29.32047908
5.9,33.0,51.5,9.6,27.07111926
1.9,32.8,54.3,11.0,28.79156049
6.2,22.5,59.9,11.4,26.43968993
4.2,30.9,45.8,19.1,24.75518865
4.8,29.7,52.5,13.0,26.86779477
1.6,25.5,45.4,27.5,23.04897276
5.7,32.2,55.1,7.0,27.6545752
0.9,12.8,60.3,26.0,25.92576248
7.0,18.0,68.1,6.9,27.39443563
4.9,21.4,62.0,11.7,27.40977136
11.4,21.8,56.7,10.1,23.65849696
2.9,33.4,42.8,20.9,25.48141041
6.4,26.0,54.8,12.8,25.62223931
1.9,30.5,36.1,31.5,21.467161
10.3,26.0,58.8,4.9,25.66371573
2.5,31.6,48.1,17.8,25.9648117
3.6,34.3,41.4,20.7,23.4765492
5.0,17.0,55.1,22.9,24.13120926
2.5,35.7,45.6,16.2,27.45567679
18.2,22.0,32.4,27.4,13.55122048
11.8,18.4,43.9,25.9,16.06647866
15.35,21.82,33.74,29.09,13.14012114
12.21,30.09,29.16,28.54,15.32684691
12.0,27.5,39.3,21.2,17.84395562
19.3,32.9,33.3,14.5,15.60042285
7.01,16.34,46.53,30.12,20.35127903
3.54,23.17,43.09,30.2,21.48509903
5.57,10.86,65.8,17.77,25.66717562
3.27,14.34,54.79,27.6,23.79060489
4.2,9.21,60.0,26.59,23.14992802
1.8,29.2,56.8,12.2,30.26573787
1.2,31.2,58.2,9.4,31.63749621
1.1,30.9,62.1,5.9,33.07122718
1.4,31.8,58.5,8.3,31.64239668
1.4,32.6,56.5,9.5,31.00043328
2.0,30.5,55.0,12.5,29.24065141
13.17,22.67,52.21,11.95,20.17524381
17.74,27.56,49.87,4.83,19.76916954
15.74,27.28,53.45,3.53,21.01538906
16.46,26.16,53.59,3.79,20.61649968
13.0,25.2,51.2,10.6,19.48912004
3.8,23.9,68.5,3.8,32.25779189
4.41,31.26,52.97,11.36,28.42151125
3.0,21.6,72.4,3.0,33.33791982
1.7,33.8,53.3,11.2,30.43814262
2.0,19.4,70.0,8.6,31.72271339
2.0,21.7,67.9,8.4,32.00994159
3.4,25.1,65.2,6.3,31.8758236
2.4,20.7,74.5,2.4,33.88413155
1.9,22.7,71.3,4.1,33.7159787
1.19,23.46,72.6,2.75,34.80025871
5.23,30.88,53.03,10.86,28.353883
3.6,23.5,63.5,9.4,30.61347827
1.9,24.8,69.7,3.6,33.60179167
3.1,19.5,69.1,8.3,31.05139744
3.2,27.2,60.6,9.0,30.43450245
2.0,20.3,71.2,6.5,32.45186269
2.9,26.8,64.8,5.5,32.24368463
2.3,23.4,67.1,7.2,32.17089322
0.9,27.8,63.9,7.4,32.5074091
1.27,24.12,69.07,5.54,33.48026287
1.9,20.8,69.7,7.6,31.84667957
2.2,26.1,69.2,2.5,33.90811301
4.3,30.4,60.9,4.4,31.71467979
7.0,23.3,58.4,11.3,27.24296253
2.6,30.2,64.0,3.2,33.2486513
1.65,31.66,54.88,11.81,30.12913323
1.9,28.0,67.1,3.0,33.7159787
2.0,26.6,68.2,3.2,33.49942497
2.6,29.2,62.9,5.3,32.32087491
1.9,26.8,67.1,4.2,33.19145772
2.8,27.4,66.4,3.4,32.66107703
1.76,23.43,56.54,18.27,27.89234697
1.6,31.5,60.8,6.1,32.8035037
7.65,27.53,62.23,2.59,29.81878798
2.7,29.46,55.83,12.01,29.46607279
2.7,30.35,55.94,11.01,29.66936295
1.8,24.0,70.8,3.4,33.86423995
2.8,26.8,66.1,4.3,32.59311197
1.5,33.5,54.6,10.4,30.4196499
6.0,28.2,57.1,8.7,27.98182149
1.4,23.4,70.0,5.2,33.3837482
2.3,33.4,59.6,4.7,32.39792701
3.4,33.7,59.0,3.9,32.16097086
3.0,28.0,60.2,8.8,30.79061601
2.61,31.67,60.41,5.31,32.29023582
1.1,28.6,59.9,10.4,31.41899092
3.9,35.0,55.0,6.1,30.75077838
2.19,31.27,64.61,1.93,33.73875824
3.1,34.7,55.8,6.4,31.35325334
2.5,27.6,67.0,2.9,33.35096232
4.5,29.3,50.0,16.2,26.34227812
3.13,31.08,63.52,2.27,33.06570151
3.9,37.1,53.0,6.0,30.71697924
2.6,33.8,57.2,6.4,31.34783118
1.8,32.9,60.9,4.4,33.22529203
2.7,31.3,61.3,4.7,32.29665395
3.1,30.1,63.0,3.8,32.49251595
3.0,31.6,63.1,2.3,32.88669939
4.3,32.3,58.5,4.9,30.88924624
6.4,31.2,59.6,2.8,30.38582271
1.3,35.2,57.2,6.3,32.63737693
2.6,31.5,62.1,3.8,32.52478181
2.6,34.8,56.3,6.3,31.16676185
1.9,36.5,56.1,5.5,32.18841916
3.7,34.9,56.4,5.0,31.01597668
4.9,32.3,57.5,5.3,30.29819592
1.3,31.1,53.1,14.5,29.40364169
2.0,32.6,58.7,6.7,31.65459927
4.3,35.8,57.0,2.9,31.77879113
1.99,31.08,61.36,5.57,32.35914802
2.9,33.2,55.7,8.2,30.67803093
2.3,33.0,56.3,8.4,30.87659605
3.4,35.0,59.1,2.5,32.01051018
3.5,34.4,58.5,3.6,31.6185806
3.6,32.9,58.0,5.5,30.93637971
2.5,36.1,59.2,2.2,32.85251044
2.5,18.9,67.9,10.7,30.63213387
2.03,30.59,63.26,4.12,33.37759553
1.7,25.1,64.9,8.3,31.95688057
2.58,29.22,59.76,8.44,31.10749009
3.6,28.7,63.9,3.8,32.37006211
2.3,26.7,63.8,7.2,31.78473123
1.35,30.82,62.11,5.72,33.07023904
3.26,31.4,60.33,5.01,32.11077392
2.67,31.98,60.92,4.43,32.32005999
3.9,30.8,52.1,13.2,28.48382185
3.9,34.3,51.3,10.5,28.98638286
4.09,31.36,61.09,3.46,32.11396634
4.1,30.2,58.1,7.6,30.28524762
1.6,32.4,59.2,6.8,32.19539052
4.24,30.88,58.45,6.43,30.71295034
1.57,31.27,64.09,3.07,33.84959056
4.4,27.5,59.5,8.6,29.76861536
1.9,33.5,55.0,9.6,31.00054549
1.88,33.15,61.49,3.48,33.33051134
3.7,30.9,57.0,8.4,30.14343435
3.18,33.04,60.59,3.19,32.51757966
2.1,32.43,62.16,3.31,33.0397581
3.39,31.62,59.59,5.4,31.70639928
2.7,32.0,53.7,11.6,29.46118405
2.36,30.26,63.06,4.32,32.64989506
3.0,34.2,53.9,8.9,30.17978295
3.9,34.4,55.4,6.3,30.66789001
3.8,32.77,59.77,3.66,31.76638882
2.17,30.23,61.78,5.82,32.13382516
2.05,32.25,59.07,6.63,32.00263255
1.53,33.69,60.92,3.86,33.25026535
2.09,33.28,61.24,3.39,32.82463004
2.87,35.79,57.47,3.87,32.52937792
1.4,33.73,59.21,5.66,32.5634387
3.6,36.8,53.9,5.7,31.08612526
3.38,32.0,62.05,2.57,32.72428741
1.65,32.52,57.89,7.94,31.32662277
2.18,33.51,62.65,1.66,33.62629869
1.46,34.71,60.26,3.57,33.08163664
3.3,35.0,57.2,4.5,31.74039006
2.7,32.8,61.3,3.2,32.35572624
1.65,23.6,69.47,5.28,33.75372157
3.4,26.5,66.5,3.6,32.84087518
3.41,25.28,66.97,4.34,32.46945119
1.66,24.79,70.47,3.08,34.01298581
2.87,24.06,62.58,10.49,30.31254719
1.7,25.1,56.2,17.0,28.98073041
4.5,28.5,59.1,7.9,30.57398063
2.0,26.6,67.3,4.1,33.45346845
3.26,29.31,58.48,8.95,30.5958855
2.51,19.1,48.84,29.55,23.5677024
3.1,25.23,66.99,4.68,32.47466425
2.02,23.15,64.0,10.83,30.79647622
2.36,28.4,58.49,10.75,30.6986035
2.8,28.8,58.1,10.3,30.57166019
2.57,31.38,53.51,12.54,29.17705042
3.81,30.39,58.06,7.74,30.49121
2.37,36.01,52.61,9.01,30.66602751
3.41,36.3,57.04,3.25,32.64456606
4.0,25.6,57.0,13.4,28.41840835
3.3,32.6,60.5,3.6,32.51574082
2.02,22.9,50.49,24.59,25.63973101
6.93,30.45,59.07,3.55,30.01463766
2.22,30.17,61.19,6.42,31.97206314
1.71,28.44,65.21,4.64,33.21006194
2.96,32.5,60.8,3.74,32.70889056
2.28,35.89,54.88,6.95,31.45736846
2.54,32.22,59.94,5.3,32.33629638
2.79,28.38,61.92,6.91,31.49670181
3.7,34.5,55.4,6.4,30.74300479
2.86,33.05,62.05,2.04,33.42874254
3.34,32.76,60.18,3.72,32.36509214
3.9,33.7,57.7,4.7,31.57241935
1.9,32.74,60.31,5.05,32.71951206
1.73,30.1,57.21,10.96,30.62758675
2.38,34.22,57.51,5.89,31.37531146
6.2,32.2,54.0,7.6,29.05534233
1.63,27.46,65.98,4.93,32.83469015
2.7,34.09,55.79,7.42,31.028433
2.9,35.1,59.2,2.8,32.69496368
1.6,33.5,58.3,6.6,32.19539052
1.55,29.54,60.49,8.42,31.62393829
4.49,32.0,53.88,9.63,29.21472153
3.55,28.61,53.5,14.34,27.88609767
2.73,30.93,59.87,6.47,31.87779752
1.7,33.75,55.38,9.17,31.11642992
1.91,33.57,58.21,6.31,31.9707511
2.1,34.5,52.9,10.5,30.5688369
2.88,33.18,60.76,3.18,32.96357505
1.38,20.76,55.29,22.57,26.80854403
1.21,35.14,59.33,4.32,33.32150602
2.2,28.51,53.55,15.74,28.24898056
1.66,32.85,58.22,7.27,31.63883773
1.79,33.09,62.28,2.84,33.614386
4.6,27.3,59.6,8.5,29.12994629
2.35,33.28,60.39,3.98,32.80983256
1.59,32.66,57.75,8.0,31.28846015
2.7,36.9,57.4,3.0,32.53172092
5.62,33.02,57.22,4.14,29.72422152
1.24,18.25,68.31,12.2,31.02799529
2.61,25.9,64.27,7.22,31.83108463
2.5,18.7,47.9,30.9,22.8132568
1.54,19.75,53.63,25.08,25.61857728
2.64,30.29,58.11,8.96,30.8392594
2.4,31.07,62.22,4.31,32.97937779
2.08,34.8,56.12,7.0,31.46271241
1.44,29.04,62.41,7.11,32.96702581
2.4,27.9,50.4,19.3,27.14833382
1.54,24.89,59.76,13.81,29.75099153
0.76,27.79,67.8,3.65,34.53202894
1.41,29.15,62.06,7.38,32.36075549
2.33,31.73,63.54,2.4,33.7542617
4.48,32.55,56.06,6.91,30.26522907
3.2,27.93,62.38,6.49,31.43802921
2.9,32.2,53.5,11.4,29.40062663
3.81,34.49,59.88,1.82,32.7663308
2.2,28.9,53.23,15.67,28.54708826
1.5,33.1,50.5,14.9,29.36674292
2.32,28.88,52.78,16.02,28.66175009
1.86,29.69,63.09,5.36,32.72833331
1.84,31.95,57.39,8.82,31.29322935
3.0,31.5,59.9,5.6,31.61101679
1.41,29.24,52.03,17.32,28.35126474
2.2,30.8,55.9,11.1,30.44465843
1.8,31.73,57.65,8.82,31.20360159
2.84,31.06,55.96,10.14,29.81868703
1.5,36.3,55.0,7.2,31.83919782
2.02,34.17,54.17,9.64,30.69432589
1.12,33.07,58.09,7.72,32.30400197
1.35,35.74,54.92,7.99,31.87611858
1.46,34.38,59.95,4.21,33.04244088
1.18,34.21,60.17,4.44,33.4487188
1.82,33.13,60.22,4.83,32.3104502
3.21,26.4,47.51,22.88,25.17959754
5.8,33.43,56.83,3.94,29.70934001
2.6,33.9,53.0,10.5,30.19331031
0.9,27.8,67.4,3.9,34.54306403
1.83,32.8,53.09,12.28,30.44803533
1.94,28.48,65.9,3.68,33.71331669
2.82,29.51,62.36,5.31,32.37644896
1.59,31.93,61.8,4.68,33.28480688
3.3,42.9,32.1,21.7,25.24849764
1.82,28.69,59.64,9.85,30.89839156
2.68,28.68,61.91,6.73,31.68596208
1.55,33.65,58.81,5.99,32.52502968
4.0,34.6,57.8,3.6,31.81610861
2.18,30.81,60.72,6.29,32.43526232
2.06,31.26,56.55,10.13,30.59731963
3.3,34.18,57.07,5.45,31.65698419
1.84,34.83,51.69,11.64,30.14613974
2.8,34.0,54.9,8.3,30.76375305
1.96,35.09,59.29,3.66,33.1666417
2.4,33.48,58.25,5.87,31.75914531
2.09,32.72,58.94,6.25,31.92110207
2.65,35.46,59.79,2.1,33.18878474
2.49,37.66,56.8,3.05,32.82199315
2.13,38.01,54.94,4.92,32.44487509
1.79,34.68,58.72,4.81,32.48686115
2.95,34.3,58.12,4.63,31.83698687
2.09,35.47,55.14,7.3,31.34348369
3.48,35.51,56.58,4.43,31.25293065
1.53,37.36,57.07,4.04,32.72170458
0.8,17.6,69.2,12.4,31.05574941
1.14,18.81,70.03,10.02,31.91872494
0.94,25.1,53.13,20.83,27.69007409
4.1,29.2,59.8,6.9,30.81808231
1.82,30.24,53.5,14.44,28.98646007
2.84,27.28,60.12,9.76,30.36503141
2.5,25.3,52.9,19.3,27.40342303
3.2,34.65,56.24,5.91,31.78658858
2.49,35.41,54.24,7.86,30.99537362
1.6,28.1,54.2,16.1,28.58708751
1.7,37.62,54.78,5.9,32.31578016
2.9,30.4,60.2,6.5,31.47691681
1.65,31.86,52.5,13.99,29.22854533
1.99,34.36,59.43,4.22,32.88770184
2.36,28.96,50.86,17.82,27.7264917
1.86,37.21,55.06,5.87,32.14894714
2.77,38.38,54.59,4.26,31.78774625
1.85,31.65,52.6,13.9,29.11897112
2.5,34.5,54.9,8.1,30.72276149
1.1,34.01,53.35,11.54,30.55022108
2.1,34.61,49.08,14.21,28.25777954
3.3,31.8,48.9,16.0,27.2550973
3.3,34.1,56.0,6.6,30.67311874
3.7,34.3,51.69,10.31,29.0309832
1.92,37.0,54.49,6.59,31.40242229
2.67,36.22,56.07,5.04,31.4879027
1.33,24.98,59.91,13.78,30.70639626
2.02,35.56,55.5,6.92,32.12648162
0.95,22.81,55.57,20.67,27.52844015
1.25,39.41,49.42,9.92,31.13731636
1.61,27.03,65.7,5.66,32.42075583
1.34,27.06,51.97,19.63,27.8075274
1.82,31.72,61.7,4.76,32.7852472
1.5,33.1,53.0,12.4,30.04434816
1.5,32.9,50.6,15.0,28.6916122
2.0,32.3,49.6,16.1,28.06999133
3.79,33.04,53.74,9.43,29.20728123
2.77,35.15,59.4,2.68,32.3662382
2.5,34.78,54.17,8.55,30.16552412
3.79,34.83,56.45,4.93,31.00954833
3.3,28.0,53.6,15.1,27.82152847
1.75,30.11,57.63,10.51,30.75134718
1.5,33.5,53.3,11.7,30.39449231
2.11,32.68,46.12,19.09,26.99455695
2.2,36.4,56.4,5.0,32.40815627
1.69,37.89,56.4,4.02,33.01594701
2.21,35.05,53.42,9.32,30.03905935
1.89,36.48,55.29,6.34,31.83842389
2.51,36.22,56.19,5.08,31.70498261
1.88,38.11,51.09,8.92,30.81336549
2.2,35.9,53.2,8.7,30.74686102
2.87,36.32,56.52,4.29,31.66680262
1.56,20.3,73.94,4.2,33.55338317
1.32,24.56,53.69,20.43,27.61608084
2.6,22.6,45.2,29.6,23.07288136
2.55,32.1,46.33,19.02,26.54476207
1.37,37.85,58.31,2.47,34.18679605
1.41,37.56,50.01,11.02,30.54857961
1.2,31.3,53.7,13.8,29.4930019
1.07,35.8,47.03,16.1,28.75266083
1.75,35.21,55.11,7.93,31.22154623
2.37,38.95,52.69,5.99,31.16514399
2.9,34.6,57.5,5.0,31.52651685
2.2,34.5,56.5,6.8,31.10598252
2.6,35.16,53.39,8.85,30.26345428
2.89,35.27,56.91,4.93,31.54521444
1.82,36.73,57.3,4.15,32.37663402
3.34,34.52,59.7,2.44,31.93609379
1.2,15.3,67.5,16.0,29.47480018
2.4,27.6,48.6,21.4,25.94608199
1.39,39.12,52.08,7.41,31.65221193
1.42,40.93,48.16,9.49,30.85215762
1.62,32.75,53.75,11.88,30.03740393
1.52,39.18,56.18,3.12,33.52619597
1.15,37.26,58.27,3.32,33.86116941
2.39,36.47,49.5,11.64,29.03805132
2.68,38.17,56.26,2.89,32.37337888
3.19,34.76,52.8,9.25,29.74491452
2.7,33.11,55.87,8.32,30.17127371
3.5,33.5,56.2,6.8,30.10502616
3.34,38.08,51.12,7.46,29.88985263
2.3,36.3,51.4,10.0,29.93205365
1.66,39.31,52.68,6.35,32.08188028
1.7,43.9,43.08,11.32,29.89444267
3.01,38.57,47.38,11.04,29.162241
3.0,31.7,55.4,9.9,29.58925685
2.41,37.31,52.28,8.0,30.67389379
2.95,32.44,58.97,5.64,31.18967395
2.11,32.85,52.84,12.2,28.83936125
4.69,38.65,46.98,9.68,27.87335127
5.11,32.92,53.65,8.32,28.4120344
0.9,15.6,76.0,7.5,33.1957808
1.45,18.05,76.86,3.64,33.83143941
2.37,30.95,49.08,17.6,27.30179436
2.14,30.89,61.8,5.17,32.00723578
2.23,38.33,50.22,9.22,29.69928492
1.53,17.67,76.43,4.37,33.71698203
1.57,17.98,74.98,5.47,33.19101256
4.3,17.9,68.0,9.8,29.26602714
8.22,27.48,60.93,3.37,28.07147864
2.07,28.42,45.13,24.38,24.55441078
1.35,17.33,57.65,23.67,26.32393341
11.0,28.2,54.1,6.7,24.83889181
3.67,15.94,52.16,28.23,23.45950191
0.95,20.25,50.85,27.95,24.98950992
2.51,26.92,41.32,29.25,22.38027586
2.71,27.83,41.61,27.85,23.01260602
13.39,24.84,55.56,6.21,23.56191601
8.1,25.8,59.5,6.6,26.69448019
0.91,10.96,62.91,25.22,25.93932706
6.4,18.9,68.2,6.5,28.71082843
2.7,23.8,54.3,19.2,26.36375911
1.43,8.8,75.09,14.68,29.95591792
4.33,10.24,63.41,22.02,25.13498456
11.5,33.5,51.0,4.0,25.76838278
9.41,28.6,56.3,5.69,25.13926727
3.0,39.0,52.5,5.5,30.13713836
5.3,37.5,50.0,7.2,28.01375029
12.7,32.2,32.0,23.1,17.28202673
1.9,45.2,43.9,9.0,29.58963744
14.7,27.4,30.6,27.3,15.27678115
4.1,42.2,48.6,5.1,29.63918054
15.3,27.6,32.8,24.3,15.33068501
2.8,44.0,43.5,9.7,28.57299909
23.4,28.1,34.6,13.9,14.36299185
7.1,34.6,46.3,12.0,24.28665247
24.4,27.7,29.7,18.2,13.05810911
2.5,42.2,45.0,10.3,28.4117573
7.1,31.7,39.9,21.3,20.96405108
24.2,28.8,38.6,8.4,15.83889679
21.3,31.4,38.9,8.4,17.13619687
8.3,34.1,43.8,13.8,22.70053564
19.9,34.1,37.7,8.3,17.75729603
11.2,33.6,41.2,14.0,20.76943262
16.2,28.2,34.7,20.9,15.81233446
9.5,32.7,33.3,24.5,17.90110399
8.8,36.6,39.2,15.4,21.37086335
7.7,38.6,39.3,14.4,22.79960006
19.4,33.2,39.6,7.8,17.82494413
18.4,33.8,41.0,6.8,18.65493398
21.9,32.6,40.7,4.8,17.74948811
11.5,35.3,40.3,12.9,20.78560365
6.5,46.3,43.5,3.7,27.52879856
13.0,35.0,37.7,14.3,19.54995296
20.6,31.8,40.2,7.4,17.58349659
19.7,35.1,37.0,8.2,17.74582197
12.1,37.1,41.4,9.4,21.76793415
20.1,33.3,40.9,5.7,18.26428227
18.4,35.0,36.3,10.3,17.59886539
4.3,43.0,48.5,4.2,28.64334572
43.5,24.7,15.0,16.8,4.82380711
10.9,38.2,42.4,8.5,22.34042684
42.6,28.3,14.7,14.4,5.38083345
37.4,29.0,24.0,9.6,8.34703405
39.9,28.6,19.4,12.1,6.70365497
41.7,26.8,25.0,6.5,7.12753722
42.4,28.4,22.7,6.5,6.65777215
39.1,30.3,21.1,9.5,6.97826481
36.7,30.1,26.9,6.3,8.72714163
30.9,32.9,28.8,7.4,10.544908
31.8,30.4,31.7,6.1,10.23480496
32.0,31.1,22.7,14.2,7.55807094
30.0,32.0,30.4,7.6,10.27544231
6.1,44.8,43.3,5.8,28.170257
7.0,43.14,42.21,7.65,26.27493651
4.51,35.18,44.63,15.68,25.01252837
5.34,35.72,52.87,6.07,28.13627741
6.5,35.18,51.96,6.36,27.08524662
6.74,43.65,38.93,10.68,25.97119001
7.65,43.53,42.53,6.29,26.77376606
7.5,43.01,39.77,9.72,25.78975323
7.45,43.81,44.8,3.94,27.42114723
6.39,46.84,42.68,4.09,28.20711085
4.8,46.5,42.7,6.0,28.49369396
7.42,44.47,44.57,3.54,27.52035413
6.85,42.08,42.21,8.86,25.71551604
7.76,41.8,47.62,2.82,27.47914802
7.7,44.26,45.38,2.66,27.39847525
6.93,34.17,47.12,11.78,24.91250387
4.1,37.07,46.52,12.31,26.76902051
6.21,41.46,38.75,13.58,25.12722094
7.17,39.45,40.03,13.35,24.34803175
3.7,44.0,46.9,5.4,29.69587336
3.8,45.3,42.9,8.0,28.72613443
5.7,38.1,39.5,16.7,23.84166229
4.9,45.5,42.2,7.4,28.08827638
7.36,43.88,45.55,3.21,27.63283336
5.2,42.3,45.6,6.9,27.58091121
6.68,35.58,44.35,13.39,25.03803223
3.8,36.1,39.6,20.5,23.5329707
3.7,40.2,46.8,9.3,27.97941648
8.4,39.5,42.8,9.3,24.37673242
5.1,38.3,45.2,11.4,25.84578743
3.2,39.4,48.5,8.9,28.07281002
5.4,37.7,45.6,11.3,25.93757066
6.37,47.2,42.67,3.76,28.55459446
2.3,44.3,45.6,7.8,29.67352148
8.4,36.8,42.2,12.6,23.15250722
6.8,42.1,39.4,11.7,24.68311699
3.1,36.2,39.9,20.8,23.75614073
8.26,39.99,47.43,4.32,26.23239165
8.42,39.83,46.64,5.11,25.88026788
2.2,36.1,53.8,7.9,28.68099103
7.82,41.19,47.24,3.75,26.73065562
8.12,42.14,45.66,4.08,26.35975089
7.82,43.99,45.98,2.21,27.66891869
5.2,46.7,40.1,8.0,27.11849056
4.3,39.2,48.4,8.1,27.02012662
7.72,42.59,45.39,4.3,26.53903304
4.0,41.2,50.5,4.3,28.37620339
6.1,37.6,44.8,11.5,25.00178621
5.93,37.8,41.4,14.87,23.88394903
6.32,35.43,45.92,12.33,24.60353082
5.1,38.5,45.0,11.4,25.76631817
6.87,39.69,37.76,15.68,23.27952794
5.7,37.6,43.8,12.9,24.68739694
5.2,40.3,47.9,6.6,27.09388105
6.93,36.78,47.67,8.62,25.09643476
6.0,39.4,47.9,6.7,26.75858106
34.99,25.61,24.79,14.61,9.54295007
32.1,27.25,24.1,16.55,10.24181023
17.42,32.07,20.26,30.25,12.70746193
30.7,28.9,25.1,15.3,11.00225275
24.66,29.22,27.45,18.67,12.41637156
30.82,32.57,21.44,15.17,10.73873101
16.33,39.27,27.57,16.83,17.10222883
20.34,30.93,29.49,19.24,14.06289608
25.73,31.75,32.41,10.11,14.21779033
23.56,32.69,31.48,12.27,14.38099896
29.4,30.34,32.61,7.65,13.19863823
29.3,31.48,32.18,7.04,13.32745296
32.86,28.96,29.78,8.4,11.04923215
27.9,31.7,27.7,12.7,12.34790808
28.5,32.0,30.7,8.8,12.72713807
24.33,32.24,34.32,9.11,14.85680596
21.5,31.93,26.97,19.6,13.22146157
23.3,32.04,27.74,16.92,13.05927603
22.07,34.02,31.44,12.47,14.77160633
33.1,30.0,30.3,6.6,11.50413002
27.9,32.8,31.7,7.6,13.5376278
25.9,36.0,30.0,8.1,14.41266474
27.44,31.75,34.87,5.94,13.9360098
20.25,36.33,33.86,9.56,16.39347101
14.11,37.94,36.87,11.08,18.97686324
16.36,37.48,37.22,8.94,18.90943592
21.9,35.3,31.5,11.3,15.07262764
16.86,37.72,35.98,9.44,18.01210981
18.6,40.3,32.1,9.0,17.34578469
26.0,34.7,32.0,7.3,13.9802004
20.7,34.31,36.74,8.25,16.03567741
12.53,46.05,32.96,8.46,18.89928847
4.67,28.78,54.25,12.3,27.74388952
0.7,22.1,58.2,19.0,28.49099335
2.9,27.5,67.2,2.4,33.47799381
2.0,27.2,63.6,7.2,31.55201777
2.9,29.1,57.1,10.9,28.70134739
1.3,32.2,56.6,9.9,30.89467259
1.5,39.1,54.1,5.3,32.39967592
1.7,38.7,56.1,3.5,32.55120512
1.8,34.4,54.8,9.0,30.43883767
2.2,34.1,60.3,3.4,32.21487765
1.7,36.0,57.4,4.9,31.86592093
2.3,35.8,59.8,2.1,32.97226115
3.0,38.6,54.0,4.4,30.65537172
2.2,33.7,51.1,13.0,28.46519054
1.9,40.5,49.6,8.0,30.0229731
2.0,36.65,51.86,9.49,29.96939039
2.5,37.5,56.7,3.3,31.76497906
2.2,34.9,58.2,4.7,31.31727864
3.0,38.2,53.5,5.3,30.11439457
3.5,25.4,62.4,8.7,29.74623376
1.7,36.7,50.2,11.4,29.42153484
1.7,37.2,52.6,8.5,29.94712518
3.9,35.0,51.5,9.6,28.1892865
2.9,38.4,56.1,2.6,31.47691681
2.7,35.3,58.3,3.7,31.65704364
2.6,38.7,56.2,2.5,32.16264315
1.87,36.24,47.85,14.04,28.31718177
1.6,36.1,46.4,15.9,27.1422007
2.0,39.5,49.7,8.8,29.35431171
2.4,34.4,60.6,2.6,32.14899856
2.6,32.8,42.6,22.0,24.60748469
2.1,28.1,61.5,8.3,30.40528388
2.5,34.3,60.0,3.2,32.0393113
2.4,36.3,59.0,2.3,32.49839533
1.9,31.6,59.4,7.1,30.80913846
3.6,35.3,57.8,3.3,30.54647622
3.0,35.4,56.3,5.3,30.05794125
4.4,33.0,59.8,2.8,30.15288148
3.4,34.1,51.3,11.2,27.63339861
2.7,32.3,45.4,19.6,25.27845856
2.6,32.6,48.6,16.2,26.0854019
3.0,35.7,56.4,4.9,30.49738365
2.9,33.4,60.8,2.9,31.14963786
1.3,6.7,73.6,18.4,26.92657983
1.3,27.7,56.5,14.5,29.31189866
1.3,5.1,79.4,14.2,28.64655505
3.57,4.1,83.24,9.09,28.88404366
1.4,3.8,83.3,11.5,29.67191995
1.6,4.2,81.0,13.2,28.5825555
2.1,4.8,86.0,7.1,30.59876013
3.55,3.89,82.87,9.69,28.81855534
3.44,4.4,74.08,18.08,25.76623426
2.1,5.7,87.0,5.2,31.25830098
1.4,5.6,84.8,8.2,30.72589587
0.8,7.8,85.3,6.1,33.10259618
1.8,4.6,85.8,7.8,30.37305152
1.1,5.7,83.2,10.0,30.06076161
1.1,7.6,85.4,5.9,32.72670072
2.0,4.9,81.3,11.8,28.89884985
1.7,5.2,78.7,14.4,28.07360346
1.8,6.1,82.8,9.3,29.82538187
1.8,6.7,81.8,9.7,30.30438723
1.2,6.2,80.8,11.8,29.96169636
0.8,8.8,70.5,19.9,27.68559626
1.2,9.9,79.4,9.5,31.40790625
1.6,4.5,80.0,13.9,28.65094763
4.48,6.14,77.22,12.16,27.40204257
2.67,5.16,77.57,14.6,27.21545558
1.8,5.7,82.1,10.4,29.43724362
7.59,9.29,77.45,5.67,28.57563916
3.81,5.16,84.34,6.69,29.10052278
2.0,27.8,59.3,10.9,30.78922174
1.4,6.8,85.0,6.8,31.29850246
1.5,6.3,80.3,11.9,29.73297143
1.4,8.1,80.7,9.8,30.45053279
1.5,30.7,59.5,8.3,32.61743342
1.3,10.1,70.0,18.6,27.70184978
