Moisture,Volatile_matter,Fixed_Carbon,Std.Ash,GCV
1.89,42.14,46.78,9.19,30.13078412
3.35,42.41,47.62,6.62,29.98550071
2.2,40.5,50.2,7.1,30.56750501
2.14,40.85,43.73,13.28,28.06635819
2.95,35.64,49.64,11.77,28.62114603
4.37,41.12,45.95,8.56,28.14030949
6.7,39.1,43.8,10.4,25.40339027
1.87,32.07,44.15,21.91,25.53969847
3.4,41.7,44.4,10.5,28.48398682
2.7,41.8,48.4,7.1,29.62210512
1.64,38.33,50.75,9.28,30.15278836
2.29,36.25,39.6,21.86,25.05809591
2.3,37.4,42.8,17.5,26.33837458
4.2,39.2,44.5,12.1,26.63400944
2.49,35.48,47.76,14.27,27.89126359
5.7,42.2,41.9,10.2,26.18658201
3.22,36.59,50.65,9.54,28.30325187
5.49,35.42,48.76,10.33,27.13841863
3.0,40.7,45.1,11.2,28.10360038
4.0,35.7,51.1,9.2,28.41398688
5.0,40.4,38.0,16.6,24.51545025
3.6,37.3,47.5,11.6,27.45953846
3.38,35.25,49.53,11.84,27.65894266
5.4,40.2,45.5,8.9,27.08068697
5.6,40.5,39.1,14.8,24.85389132
2.2,40.0,41.09,16.71,27.17857736
5.8,38.7,44.6,10.9,25.90914763
2.96,36.75,50.33,9.96,28.25495893
2.73,38.28,43.75,15.24,27.31189927
4.08,35.57,50.58,9.77,28.04933569
5.0,40.3,42.7,12.0,26.04962985
4.8,39.5,46.6,9.1,27.46290816
5.9,35.9,52.3,5.9,28.16879407
2.9,36.34,49.77,10.99,28.25697982
5.1,41.2,46.5,7.2,27.78205595
5.4,40.3,45.6,8.7,26.58398986
2.6,44.4,43.8,9.2,28.74026974
6.0,37.5,42.2,14.3,24.57422316
5.9,40.5,45.1,8.5,26.38438301
4.1,34.5,54.1,7.3,29.22921504
5.7,41.4,48.6,4.3,28.38659762
6.3,41.9,49.6,2.2,28.97885714
4.7,41.5,47.4,6.4,28.55474796
5.51,32.56,36.72,25.21,21.49614032
3.1,35.3,37.8,23.8,23.19056663
1.43,40.62,43.05,14.9,28.42599235
4.1,31.4,37.6,26.9,21.59405934
3.89,42.17,45.02,8.92,28.60509513
2.27,35.56,38.96,23.21,24.76328468
3.0,34.4,48.4,14.2,27.79249791
1.5,34.01,39.97,24.52,24.48452088
3.36,39.82,40.52,16.3,26.4633165
3.6,39.0,45.8,11.6,26.90172622
4.57,40.56,45.93,8.94,28.03710525
2.29,38.65,42.07,16.99,27.04024244
2.69,34.8,42.47,20.04,25.39636121
4.05,33.08,43.79,19.08,24.88554671
4.83,33.82,44.99,16.36,25.41524814
2.1,40.4,49.1,8.4,30.12080822
2.31,42.34,44.16,11.19,28.73953647
1.54,42.86,42.02,13.58,28.5929756
5.4,40.2,35.3,19.1,23.62519607
5.11,42.38,44.25,8.26,27.87170037
1.42,31.69,43.23,23.66,25.07029315
3.1,38.0,45.9,13.0,27.51392214
4.88,36.86,42.48,15.78,25.30909928
3.95,36.63,37.33,22.09,23.91814413
5.1,39.4,41.7,13.8,25.39599142
5.09,36.32,50.34,8.25,28.43987916
3.5,39.3,44.5,12.7,27.02821968
2.57,40.91,46.71,9.81,29.09342284
3.5,38.8,47.8,9.9,27.96358501
5.3,39.0,44.2,11.5,25.95428307
4.3,42.0,43.4,10.3,27.09786163
2.8,37.64,47.54,12.02,27.81846485
4.94,35.85,46.75,12.46,26.25593598
2.43,44.83,42.05,10.69,28.33247524
4.9,40.1,45.8,9.2,27.0227368
3.3,35.7,51.2,9.8,28.56084465
6.02,37.95,44.09,11.94,25.71524339
4.5,33.4,41.7,20.4,23.82556872
5.4,36.2,50.0,8.4,27.47440063
6.5,38.9,45.9,8.7,26.0728677
5.7,36.3,52.4,5.6,28.4083135
2.74,40.88,42.75,13.63,27.34289132
3.6,41.2,47.7,7.5,28.93560167
8.0,40.9,44.0,7.1,26.08447406
5.2,42.9,45.0,6.9,27.9905405
2.8,31.7,47.3,18.2,25.36521111
6.5,40.4,48.0,5.1,27.49591386
4.8,43.5,47.2,4.5,29.02901698
4.4,40.01,45.33,10.26,26.77414163
3.1,35.1,51.7,10.1,28.30467101
3.8,40.72,49.03,6.45,28.39504154
6.0,40.9,42.9,10.2,26.01117644
8.5,38.9,42.7,9.9,24.37349001
5.6,43.1,48.3,3.0,28.89495594
5.1,41.4,48.9,4.6,28.55608654
6.4,40.5,47.2,5.9,27.07502448
5.6,32.46,41.39,20.55,23.2922475
2.21,40.11,45.09,12.59,28.58716124
2.3,37.99,41.22,18.49,25.89985165
4.27,41.14,39.7,14.89,26.31874199
3.62,37.89,43.08,15.41,26.76418637
2.91,37.94,40.85,18.3,26.05888425
3.5,39.4,48.7,8.4,29.26420747
4.32,40.84,42.36,12.48,26.44280623
3.47,33.87,46.82,15.84,26.05852815
3.95,44.38,40.41,11.26,27.62325665
6.34,38.46,42.97,12.23,25.37984191
2.6,42.3,47.4,7.7,29.62522569
5.38,37.72,43.71,13.19,25.82895619
6.05,35.85,42.08,16.02,23.82515902
2.3,44.1,42.2,11.4,28.56985089
3.3,32.4,40.9,23.4,23.47753984
3.18,38.96,45.29,12.57,27.35621351
6.4,44.2,41.3,8.1,26.71408163
5.26,39.82,40.55,14.37,25.2230643
3.1,36.9,48.0,12.0,27.75735432
2.46,35.31,49.42,12.81,28.45976101
3.8,44.0,46.2,6.0,29.18853666
6.6,38.2,44.7,10.5,25.54793765
3.24,33.12,52.84,10.8,28.0340657
6.2,41.0,47.6,5.2,27.96548716
6.1,43.3,41.8,8.8,26.60784195
7.1,38.8,43.3,10.8,25.15211583
4.13,38.89,50.86,6.12,28.44696017
7.04,39.97,49.83,3.16,27.79094855
4.53,37.67,51.45,6.35,28.05964995
9.6,35.7,48.1,6.6,24.75042887
7.0,41.0,45.1,6.9,26.3010257
6.4,39.6,46.8,7.2,26.21166173
1.85,35.97,43.37,18.81,26.22010125
3.46,34.79,38.12,23.63,23.81784563
2.49,47.09,36.69,13.73,27.49932019
6.59,41.08,46.21,6.12,27.86876813
7.23,38.13,40.61,14.03,24.25033627
4.6,39.0,40.6,15.8,24.90027825
5.3,41.9,42.7,10.1,26.67156767
4.63,41.34,45.0,9.03,27.56266196
6.16,34.2,45.62,14.02,25.58538835
6.2,42.4,46.2,5.2,28.11590681
5.3,42.0,45.9,6.8,27.8269946
5.92,36.59,41.04,16.45,23.38582461
5.0,41.0,47.2,6.8,28.30137752
5.2,41.7,47.8,5.3,28.51488186
2.9,42.0,44.5,10.6,28.05817311
7.8,36.3,48.6,7.3,25.80686759
3.9,42.7,46.0,7.4,28.93729363
4.4,42.3,47.2,6.1,28.84677697
5.5,41.1,48.4,5.0,28.07131024
6.0,39.2,49.6,5.2,27.55557651
4.98,44.12,42.2,8.7,27.29162787
3.4,42.8,46.1,7.7,28.21218688
2.0,34.7,30.9,32.4,20.0017512
3.99,40.96,37.78,17.27,25.44098605
3.7,30.77,36.08,29.45,21.65953272
5.57,39.98,45.99,8.46,27.62667102
4.94,35.74,36.43,22.89,22.14721455
3.26,36.57,41.4,18.77,25.09489629
6.98,30.87,48.05,14.1,24.61402462
6.0,40.6,41.5,11.9,24.84697272
6.57,32.49,49.32,11.62,25.29795729
3.42,40.49,46.59,9.5,28.37052431
3.9,39.0,49.5,7.6,28.30516926
8.3,36.4,46.0,9.3,24.42868514
6.5,40.7,41.0,11.8,24.39105029
6.36,37.85,49.47,6.32,26.65610139
3.2,41.6,47.9,7.3,28.64428528
4.38,40.65,46.61,8.36,27.617298
6.1,39.5,45.2,9.2,25.84196763
6.1,40.3,50.1,3.5,28.00866853
5.24,35.08,39.65,20.03,23.55723536
5.29,39.24,44.13,11.34,26.55779817
6.88,36.82,45.29,11.01,24.70325846
8.08,33.45,40.36,18.11,22.37898007
9.11,38.36,47.13,5.4,25.92160123
7.09,33.82,44.47,14.62,23.73414353
6.8,39.0,42.4,11.8,24.32371663
4.4,39.0,50.3,6.3,28.33802465
6.27,32.16,50.64,10.93,25.36819949
6.7,39.2,51.1,3.0,27.97267624
4.79,38.56,50.87,5.78,27.4458607
4.73,40.07,52.51,2.69,28.97935845
5.28,37.59,41.33,15.8,24.67440769
4.5,38.3,38.0,19.2,23.10422399
4.6,36.9,36.5,22.0,22.30192235
4.0,34.2,40.3,21.5,23.97040752
3.69,33.23,43.47,19.61,23.78569948
4.71,34.71,51.83,8.75,27.43341288
5.7,30.8,38.8,24.7,20.6182367
6.1,41.5,42.9,9.5,25.7436778
7.36,38.49,40.78,13.37,23.31413647
10.2,32.9,49.5,7.4,23.90786546
4.32,36.38,46.47,12.83,25.4601046
6.72,40.09,44.72,8.47,25.744765
4.07,30.77,45.6,19.56,23.80110203
6.8,32.2,47.8,13.2,24.71589617
6.1,40.2,44.3,9.4,25.68706287
8.66,39.48,41.99,9.87,23.93580858
6.2,36.0,47.3,10.5,25.6094363
6.4,40.2,50.6,2.8,28.00383506
7.0,40.0,42.4,10.6,24.34706167
7.2,38.4,50.2,4.2,27.07014076
5.5,38.8,45.1,10.6,25.11960085
5.2,37.06,52.27,5.47,27.37173037
1.8,38.45,42.52,17.23,27.35141169
1.5,38.04,48.85,11.61,30.29839857
6.4,33.7,39.0,20.9,21.83763011
2.75,31.93,38.12,27.2,22.17411439
2.52,28.68,38.86,29.94,21.43148324
7.6,37.6,40.8,14.0,22.65717004
7.2,34.6,42.5,15.7,23.33303223
7.41,33.22,45.06,14.31,23.89547035
5.82,34.95,39.8,19.43,21.8700282
5.23,33.44,43.48,17.85,23.89462223
9.1,33.2,44.7,13.0,22.86596527
7.2,34.0,45.6,13.2,24.63352113
8.65,35.6,43.39,12.36,23.97247004
7.6,36.0,46.5,9.9,25.1068866
4.2,34.9,43.8,17.1,24.68820252
6.9,34.4,48.3,10.4,25.05696752
7.9,31.9,50.8,9.4,25.33348328
9.3,36.3,49.0,5.4,25.24346654
7.69,37.39,47.37,7.55,25.73020915
7.5,36.6,44.8,11.1,24.09610126
7.8,36.6,41.7,13.9,23.15862359
7.6,37.5,47.2,7.7,25.64155311
6.6,39.9,41.9,11.6,24.65591656
5.1,35.2,43.5,16.2,23.53482135
8.4,36.2,43.9,11.5,23.39950002
6.8,35.3,46.2,11.7,24.48839301
5.5,37.6,39.5,17.4,22.91729328
8.88,37.19,46.09,7.84,24.21694645
7.0,38.0,42.4,12.6,23.69872565
6.9,37.4,47.2,8.5,25.34035917
11.8,32.7,52.2,3.3,24.57019778
5.2,35.4,48.6,10.8,26.0519461
9.0,31.2,46.1,13.7,22.39617926
7.6,37.0,46.1,9.3,23.97526611
7.6,35.9,50.9,5.6,26.17389834
10.6,32.0,46.9,10.5,22.46767731
13.5,37.3,38.2,11.0,20.22532862
9.9,39.8,47.1,3.2,25.24397401
13.0,37.4,41.6,8.0,21.12687346
7.71,32.67,41.04,18.58,21.36892812
5.46,39.72,49.19,5.63,27.39324493
9.2,35.5,46.5,8.8,24.16801717
11.6,32.2,47.1,9.1,21.89397708
6.14,34.55,46.15,13.16,23.99450856
9.77,35.46,46.15,8.62,23.24673728
9.75,30.08,51.95,8.22,23.23299622
35.7,20.6,17.8,25.9,6.82240792
36.1,21.8,22.3,19.8,7.76615353
39.2,21.8,21.8,17.2,7.34535124
42.49,22.08,17.82,17.61,6.14483153
36.9,27.1,25.1,10.9,9.28186386
41.4,23.1,22.9,12.6,7.5685644
47.4,22.3,24.1,6.2,6.82049488
43.3,23.1,23.4,10.2,7.29942697
46.1,22.8,24.1,7.0,7.07685149
46.82,23.2,23.25,6.73,6.90438578
43.53,24.08,23.83,8.56,7.72780136
37.9,25.0,24.0,13.1,8.2977853
43.61,24.13,25.0,7.26,7.87008563
44.0,26.2,21.6,8.2,7.48270494
35.3,24.0,21.8,18.9,8.28435926
45.74,21.73,24.23,8.3,6.86421654
42.7,24.1,25.0,8.2,7.8694552
43.9,23.0,24.1,9.0,7.30956369
44.06,24.79,24.68,6.47,7.6995397
38.6,25.0,26.3,10.1,8.59501582
30.3,24.5,23.7,21.5,9.43790833
28.7,25.1,29.2,17.0,11.05945722
43.1,24.7,25.5,6.7,8.01273601
47.0,24.0,23.7,5.3,7.0325815
37.2,26.7,27.4,8.7,9.75573345
41.8,24.8,25.6,7.8,8.16607442
40.5,24.1,26.9,8.5,8.4618307
40.7,24.3,25.4,9.6,8.14537221
44.3,26.2,22.6,6.9,7.42955893
31.2,24.4,23.2,21.2,8.91620645
46.6,22.6,25.0,5.8,7.09795481
40.5,24.0,26.9,8.6,8.26975417
43.2,24.3,23.6,8.9,7.39149533
41.73,21.52,23.67,13.08,7.14533946
43.83,24.64,24.74,6.79,7.8433794
40.8,27.3,23.1,8.8,8.04785615
39.6,25.6,29.0,5.8,9.4544721
42.81,23.58,28.05,5.56,8.15989202
40.1,25.9,26.1,7.9,8.60223379
44.7,25.5,25.2,4.6,7.78742182
36.8,24.7,20.1,18.4,7.16692475
43.16,24.69,26.51,5.64,8.11661757
41.99,24.85,27.93,5.23,8.52487846
35.5,27.0,24.0,13.5,9.05597228
46.51,23.25,26.35,3.89,7.35470881
43.57,25.26,26.98,4.19,8.3307289
42.0,24.3,24.9,8.8,7.91143699
40.5,25.4,27.3,6.8,8.89605819
40.7,25.53,28.07,5.7,8.94039391
39.9,25.9,27.2,7.0,8.91027473
42.7,24.5,23.9,8.9,7.62306239
40.63,24.64,25.89,8.84,8.22260168
39.6,22.9,26.0,11.5,8.1265215
40.5,25.6,24.3,9.6,7.71519858
39.8,40.0,13.0,7.2,8.93896363
46.2,24.9,23.4,5.5,6.97609552
45.4,23.6,25.8,5.2,7.485841
38.3,26.1,27.9,7.7,9.39135768
29.5,26.7,24.7,19.1,9.58047568
43.8,26.9,24.7,4.6,8.13629312
42.2,24.6,26.4,6.8,8.17964867
43.05,24.3,26.45,6.2,7.94824218
40.9,22.3,23.8,13.0,7.30081496
45.1,23.5,25.7,5.7,7.43134761
38.4,26.3,29.0,6.3,9.59923679
30.1,25.1,28.0,16.8,9.97335989
28.4,26.5,29.2,15.9,10.68178899
43.41,24.07,27.36,5.16,8.09655636
45.09,23.0,25.12,6.79,7.14692537
36.1,26.0,31.9,6.0,10.68377865
44.4,24.5,25.7,5.4,7.68766194
44.6,24.4,27.0,4.0,7.84000928
40.3,24.6,27.9,7.2,8.53051802
43.1,27.4,24.8,4.7,8.27718274
30.6,26.9,31.3,11.2,11.19218512
43.76,24.03,27.9,4.31,8.02952613
36.0,26.2,30.9,6.9,10.09221082
45.32,23.43,27.75,3.5,7.50321973
42.6,27.0,24.9,5.5,8.29127577
46.4,26.1,14.6,12.9,4.84507246
37.5,25.5,28.2,8.8,9.20354938
42.9,24.4,26.0,6.7,7.79154224
40.9,25.7,26.6,6.8,8.3995005
42.1,24.9,26.3,6.7,8.05270762
39.5,25.9,29.2,5.4,9.23809003
39.7,26.1,26.5,7.7,8.61625186
39.1,26.4,27.1,7.4,9.00057701
40.0,26.3,26.2,7.5,8.52866778
39.2,28.3,25.8,6.7,9.17239726
43.1,24.3,26.1,6.5,7.80522871
38.1,26.2,27.8,7.9,9.3051708
37.8,25.1,28.5,8.6,9.03071923
38.7,27.5,28.7,5.1,9.75473778
37.9,26.7,29.3,6.1,9.69899374
39.9,25.8,27.8,6.5,8.81666513
40.2,25.2,28.9,5.7,9.02003317
40.3,25.3,27.0,7.4,8.45977823
41.0,25.4,28.2,5.4,8.64022621
27.6,26.0,27.0,19.4,10.37037835
32.9,26.6,33.9,6.6,11.56043596
30.0,28.3,35.7,6.0,12.87984005
34.5,27.0,31.1,7.4,10.32435903
34.0,28.25,30.95,6.8,10.69747516
37.9,25.7,29.4,7.0,9.25593209
35.4,30.0,27.1,7.5,10.20332458
34.9,26.9,33.7,4.5,10.79364595
37.8,27.4,28.4,6.4,9.31693334
29.8,29.1,32.4,8.7,11.82705072
28.0,29.7,29.5,12.8,11.91265142
27.7,30.6,33.5,8.2,12.81898535
33.1,29.2,30.6,7.1,10.82794376
36.0,28.3,17.9,17.8,6.29698003
32.9,28.9,33.2,5.0,11.58515936
38.8,25.8,28.7,6.7,8.77765192
34.6,29.2,31.9,4.3,10.88144859
33.95,29.2,32.45,4.4,11.02029475
30.85,28.8,33.85,6.5,11.62582978
31.4,30.6,33.6,4.4,12.00355371
27.5,28.6,35.6,8.3,12.48410575
35.2,28.8,30.2,5.8,9.63720115
27.5,30.0,36.3,6.2,12.97252976
28.6,32.7,34.0,4.7,12.97480707
30.0,29.3,35.4,5.3,12.21628429
26.6,32.5,36.0,4.9,13.61115236
6.05,8.23,69.11,16.61,25.44072407
5.3,10.4,78.6,5.7,28.58829169
1.5,36.3,55.1,7.1,31.58720951
2.5,31.2,43.5,22.8,26.32732216
1.8,37.1,53.4,7.7,31.17153084
1.5,35.1,53.6,9.8,30.69473371
1.5,36.6,54.4,7.5,31.44987381
22.8,25.6,28.4,23.2,13.22133847
17.4,27.7,26.6,28.3,14.03132618
5.7,32.8,29.3,32.2,18.37636868
11.5,33.1,35.9,19.5,19.8210633
2.1,36.7,50.8,10.4,29.1878592
17.8,26.6,29.1,26.5,14.25936527
1.6,35.8,46.4,16.2,27.32512906
17.5,28.7,30.1,23.7,15.37532345
22.7,28.3,32.0,17.0,14.60364177
16.4,26.5,33.6,23.5,15.83305174
19.5,28.0,32.4,20.1,15.30189185
25.0,28.5,33.3,13.2,14.6222601
12.61,31.83,33.85,21.71,18.40669659
11.52,31.85,34.29,22.34,18.8911605
12.7,31.4,32.0,23.9,17.6208685
15.3,27.92,30.49,26.29,15.35231798
14.5,28.5,34.1,22.9,16.56806577
12.9,30.2,33.3,23.6,17.20815381
22.5,28.0,34.2,15.3,15.05580302
12.9,30.5,30.3,26.3,16.55426877
18.5,28.7,36.6,16.2,16.7873264
8.0,33.1,33.1,25.8,18.856121
21.7,29.6,32.6,16.1,15.17482728
13.7,31.1,32.5,22.7,17.51333503
17.4,30.2,39.2,13.2,17.92762947
20.4,29.0,36.9,13.7,16.40729711
22.3,27.9,35.0,14.8,15.23910318
15.4,30.7,31.6,22.3,16.51374572
12.56,30.41,32.44,24.59,17.51293308
13.1,32.1,36.0,18.8,18.86709346
12.7,31.5,34.7,21.1,18.18085295
12.11,29.96,34.28,23.65,18.06673564
14.2,27.4,32.2,26.2,15.68138603
14.9,34.5,41.3,9.3,20.57640355
12.5,31.0,34.8,21.7,18.18403633
17.2,31.6,39.4,11.8,18.66371161
16.7,33.4,37.0,12.9,18.77641518
14.63,34.27,38.19,12.91,19.8499482
15.4,32.4,41.2,11.0,19.59829523
13.39,31.56,34.93,20.12,18.28266011
16.8,27.0,32.0,24.2,15.11143903
6.1,36.3,40.3,17.3,23.1075447
15.81,35.15,38.01,11.03,19.79483573
10.84,30.89,31.67,26.6,17.4288603
13.7,36.3,37.7,12.3,20.61975868
20.9,31.0,36.9,11.2,17.05769732
17.6,30.9,35.5,16.0,17.08000565
13.6,32.1,32.2,22.1,17.21455908
14.5,30.9,36.5,18.1,17.98104638
15.8,32.4,40.2,11.6,19.54652716
11.5,30.3,40.8,17.4,19.68136614
12.7,33.5,35.3,18.5,18.65969083
11.2,37.3,38.6,12.9,21.63611148
6.6,37.6,41.7,14.1,24.004792
15.0,31.7,37.4,15.9,18.27271699
11.63,30.64,34.82,22.91,17.88198083
9.8,40.1,42.6,7.5,23.87386702
16.1,30.4,39.5,14.0,18.34432725
18.57,32.81,39.63,8.99,18.51753573
10.0,35.1,41.2,13.7,21.40356717
10.5,37.6,39.7,12.2,21.77556328
6.9,36.2,34.8,22.1,19.42772564
28.1,25.1,26.6,20.2,9.52356807
11.2,33.6,41.8,13.4,20.61438969
20.64,32.86,39.67,6.83,17.29818118
6.6,32.8,54.2,6.4,25.07904975
23.4,26.1,23.5,27.0,8.81125595
21.9,27.8,26.6,23.7,10.1996036
8.3,31.4,43.3,17.0,19.29338198
10.8,34.0,44.8,10.4,20.15188194
22.1,29.3,29.8,18.8,11.42270501
9.1,35.3,42.7,12.9,19.67617091
8.8,32.0,45.0,14.2,19.43409783
12.4,30.2,33.9,23.5,13.85039167
10.6,36.7,42.6,10.1,18.73235998
1.7,34.2,49.6,14.5,28.5991938
0.81,33.16,56.01,10.02,31.70257664
0.89,35.44,53.62,10.05,31.56620952
3.03,38.95,54.67,3.35,32.15098231
2.7,36.51,53.78,7.01,30.79784737
1.78,39.61,44.35,14.26,29.45927763
2.22,36.41,48.69,12.68,28.95925277
2.53,33.74,45.98,17.75,26.83343612
2.2,35.8,38.15,23.85,25.19910947
3.02,30.91,43.04,23.03,24.45386592
9.6,38.4,42.8,9.2,23.48584434
6.57,43.28,41.77,8.38,26.53959883
14.7,31.25,33.05,21.0,17.47683193
12.88,28.46,33.34,25.32,17.21611765
15.45,35.11,39.72,9.72,20.56307423
11.96,33.05,35.72,19.27,19.65463533
16.38,31.2,38.22,14.2,18.57265332
12.25,33.75,36.14,17.86,19.97310165
13.55,30.6,37.81,18.04,19.09262851
15.76,33.92,35.51,14.81,18.87860419
12.61,32.83,32.5,22.06,18.38035165
17.82,36.2,37.3,8.68,19.29540371
17.68,36.23,36.21,9.88,19.26519961
15.18,35.94,35.9,12.98,19.49335301
13.52,33.27,39.59,13.62,20.22463525
16.82,35.29,42.28,5.61,20.96265179
17.9,36.53,37.42,8.15,19.54199724
16.02,31.65,40.71,11.62,19.51303668
16.39,35.09,40.84,7.68,20.46678889
17.29,35.03,39.56,8.12,19.67749698
4.8,37.3,40.9,17.0,23.80373812
16.41,35.29,40.84,7.46,20.49304235
7.8,32.3,31.1,28.8,18.32306901
8.1,38.0,33.0,20.9,20.63603564
8.6,27.8,34.1,29.5,18.38910637
24.1,27.1,33.3,15.5,13.77506838
34.0,21.1,24.6,20.3,8.354095
37.5,22.5,22.7,17.3,7.48269238
25.5,27.1,37.5,9.9,14.50762213
27.8,26.2,24.0,22.0,9.46263842
17.2,29.1,31.0,22.7,15.2561585
39.96,26.91,25.83,7.3,8.85814063
26.21,27.16,35.97,10.66,14.08141204
28.92,25.15,33.05,12.88,12.33512291
24.9,27.8,36.8,10.5,14.71156295
34.7,24.9,27.9,12.5,9.71921778
29.9,27.2,23.4,19.5,9.44804505
25.5,26.5,38.2,9.8,14.28271952
33.1,22.8,20.5,23.6,7.51816045
36.6,23.4,28.0,12.0,9.20361804
27.59,23.2,32.33,16.88,11.97715237
28.23,25.24,33.96,12.57,12.78180961
30.9,26.1,32.2,10.8,11.92092201
34.3,23.9,33.4,8.4,10.71927227
26.1,26.1,30.6,17.2,12.00206523
33.64,28.16,29.12,9.08,10.88530281
37.8,25.2,27.9,9.1,9.36615487
27.5,26.2,34.4,11.9,13.12400496
30.06,25.62,36.1,8.22,12.81198946
39.4,24.8,25.3,10.5,8.28029661
21.6,27.3,41.0,10.1,16.26171177
37.49,26.69,25.18,10.64,9.06421154
33.2,27.7,30.5,8.6,11.28499668
32.7,22.5,31.8,13.0,10.16229785
43.44,26.18,24.5,5.88,7.97148761
39.1,24.7,26.9,9.3,8.59999039
27.0,26.3,40.2,6.5,14.74124208
26.4,28.9,35.6,9.1,14.43498061
25.7,28.0,37.6,8.7,14.76234833
27.0,28.3,37.8,6.9,14.58872223
37.9,24.6,25.8,11.7,8.46497346
29.63,34.79,31.92,3.66,14.35099103
27.7,30.9,34.2,7.2,14.05892688
42.05,25.11,27.81,5.03,8.57938931
35.4,23.9,32.9,7.8,10.38643968
37.6,25.4,29.3,7.7,9.86028451
33.28,27.1,33.68,5.94,12.00646903
35.9,24.5,28.1,11.5,9.30979785
31.6,27.5,33.5,7.4,12.10058408
18.4,36.48,38.06,7.06,19.01333448
24.0,26.9,25.4,23.7,10.11977802
41.0,27.0,25.1,6.9,8.45643366
40.2,25.3,26.5,8.0,8.33348408
41.3,23.5,29.2,6.0,8.5213309
28.6,29.0,35.5,6.9,13.77629685
31.8,26.9,32.7,8.6,11.45668796
24.3,28.2,36.0,11.5,14.48805419
27.0,28.1,36.3,8.6,13.93401779
28.8,27.8,36.4,7.0,13.60027704
37.9,24.4,30.1,7.6,9.34537646
39.17,27.12,28.36,5.35,9.36336001
39.6,27.0,27.0,6.4,9.11609886
30.45,28.7,33.15,7.7,12.39459459
38.4,23.7,30.2,7.7,9.00370135
29.5,29.3,34.8,6.4,13.48280155
35.0,26.1,32.0,6.9,10.65187455
39.5,26.8,29.1,4.6,9.50812222
28.6,29.1,30.4,11.9,11.74701203
27.4,27.4,37.8,7.4,14.22365435
23.1,27.7,40.9,8.3,15.9273995
32.1,28.2,33.3,6.4,11.93963371
23.5,30.3,42.0,4.2,16.9412782
26.4,28.7,39.1,5.8,14.89691725
31.9,30.9,31.6,5.6,12.27847045
32.97,27.87,32.82,6.34,11.68533534
35.2,26.4,31.1,7.3,10.40665787
36.3,26.3,26.8,10.6,9.14501763
37.46,28.42,28.38,5.74,9.75881139
32.7,28.8,32.1,6.4,11.83891919
35.5,27.4,30.8,6.3,10.50701272
32.9,28.9,33.4,4.8,12.05293728
27.6,29.1,39.5,3.8,14.79014205
28.5,27.6,39.3,4.6,14.44522537
33.82,28.01,29.27,8.9,10.66374938
36.3,24.7,30.7,8.3,9.85553813
29.5,29.1,38.1,3.3,13.97605317
24.6,30.0,40.2,5.2,15.88475114
27.3,28.3,39.0,5.4,14.4140117
21.2,31.4,42.6,4.8,17.79672626
27.5,29.7,38.3,4.5,14.69096877
32.9,28.3,33.0,5.8,11.59471158
31.2,28.0,36.6,4.2,12.88776688
32.1,28.4,35.7,3.8,12.47439693
37.7,25.9,30.7,5.7,9.87187203
21.8,29.7,40.6,7.9,16.42028351
38.2,25.8,28.3,7.7,9.02025508
25.7,29.5,39.4,5.4,15.11606232
39.22,27.9,27.13,5.75,9.12968023
29.4,30.6,33.4,6.6,13.05911399
21.6,29.9,41.7,6.8,16.85028339
28.0,29.4,38.7,3.9,14.76872136
22.0,30.5,42.1,5.4,16.9148687
33.7,27.1,30.8,8.4,10.55039339
31.0,29.4,33.9,5.7,12.52741189
22.3,31.7,42.3,3.7,17.56651328
37.5,27.3,30.6,4.6,9.92266663
32.9,27.6,32.0,7.5,11.15952359
19.7,27.5,46.3,6.5,17.50307395
29.14,30.54,35.22,5.1,13.73945518
36.4,25.1,31.2,7.3,9.76177613
22.3,31.7,42.5,3.5,17.53593227
21.6,32.0,43.4,3.0,17.6699506
20.7,30.5,43.6,5.2,17.68486595
12.4,31.0,34.3,22.3,15.85961909
34.5,28.5,31.2,5.8,10.89507016
19.6,37.5,38.4,4.5,18.40113144
26.1,29.7,33.0,11.2,12.73198536
20.3,30.5,45.5,3.7,18.12979918
46.3,25.7,20.6,7.4,5.55809177
26.7,29.5,37.3,6.5,14.04222745
36.3,26.5,31.3,5.9,10.13985301
15.1,26.93,35.12,22.85,14.35875419
34.45,26.6,32.7,6.25,10.38850408
33.0,27.2,33.8,6.0,11.25510401
25.8,26.7,32.6,14.9,10.66455446
25.8,26.6,35.5,12.1,12.44223909
31.0,30.8,33.1,5.1,12.46009749
21.5,34.2,35.1,9.2,15.11695624
11.0,33.2,37.6,18.2,17.56080138
26.3,31.4,38.8,3.5,14.50612654
25.0,29.0,23.6,22.4,8.84482815
14.2,32.5,40.3,13.0,17.13884138
23.6,30.3,27.6,18.5,10.36817096
15.8,32.3,23.0,28.9,10.07680517
34.7,30.1,28.6,6.6,8.96815749
22.3,28.0,34.1,15.6,11.67836742
26.2,33.7,36.0,4.1,13.73693067
26.7,32.8,34.4,6.1,12.62186139
34.7,30.3,29.5,5.5,8.92249784
34.2,30.6,29.8,5.4,9.00596987
8.8,31.8,33.3,26.1,14.46846322
7.3,37.3,38.5,16.9,23.28654146
17.0,36.5,35.3,11.2,19.63458898
16.0,38.1,36.2,9.7,20.28089011
18.2,34.8,37.0,10.0,19.38873253
10.5,38.0,44.4,7.1,24.60369964
10.5,35.6,40.3,13.6,21.8999758
